|index|metroId|metropolitanAreas|latitude|longitude|CDD|URB_AREA|URB_AREA_CORE|FRAGMENTATION|POP_DEN|PWM_EX_CORE|T_Y0_14_SH_NAT|T_Y15_64_SH_NAT|T_Y65_MAX_SH_NAT|CONSTR_RAT|TREECOVER_SHARE_CORE|CITY_REL_ROADS|CITY_REL_WATER
147|147|DK002|Aarhus|56.1496278|10.2134046|0.0|166.0|89.0|34.3|206.0|11.5|8.8|9.2|7.3|0.0695142378559464|5.8|10.032585000000001|0.12817937079681
148|148|DK003|Odense|55.3997225|10.3852104|0.0|145.0|63.0|43.0|156.0|12.4|6.4|6.6|6.8|0.060644081974069425|3.4|10.045188750000001|0.1283404001571075
149|149|DK004|Aalborg|57.0462626|9.9215263|3.0|119.0|71.0|43.1|95.0|10.7|5.3|5.6|5.4|0.03644716692189893|7.2|13.717081250000001|0.17525362045711249
150|150|EE001|Tallinn|59.4372155|24.7453688|21.0|52.0|52.0|0.2|3603.0|8.6|45.7|44.3|38.6|0.3270440251572327|31.8|0.4693188405797102|0.017752497257701866
151|151|EL001|Athens|37.9839412|23.7283052|361.0|454.0|454.0|1.5|1889.0|18.2|32.1|34.5|31.0|0.23486808070356957|12.9|1.3346547711404189|0.025054789255243595
152|152|EL002|Thessaloniki|40.6403167|22.9352716|190.0|128.0|128.0|1.0|387.0|16.1|10.0|10.0|8.8|0.0463768115942029|10.3|1.9056633048875096|0.03577403949532971
153|153|ES001|Madrid|40.4167047|-3.7035825|172.0|1002.0|535.0|2.5|845.0|10.1|14.9|14.5|13.0|0.12710896866675123|14.9|2.0827637191053268|0.011931852482068087
154|154|ES002|Barcelona|41.3828939|2.1774322|40.0|538.0|260.0|2.8|1869.0|13.1|11.0|10.4|10.6|0.2048743335872049|21.6|0.6938142238196865|0.0039747614636446525
155|155|ES003|Valencia|39.4697065|-0.3763353|224.0|226.0|83.0|3.7|988.0|10.7|3.8|3.7|3.6|0.12995974698102358|2.3|0.4594603713718335|0.0026321820964501333
156|156|ES004|Seville|37.3886303|-5.9953403|443.0|207.0|94.0|2.9|328.0|12.4|3.8|3.4|2.8|0.04412705180132168|0.0|1.2394069017281601|0.007100383102040008
157|157|ES005|Saragossa|41.6521342|-0.8809428|192.0|78.0|57.0|3.4|273.0|10.7|1.6|1.6|1.8|0.028219971056439943|2.7|0.7302751388566692|0.004183640778946618
158|158|ES006|Malaga|36.7213028|-4.4216366|228.0|114.0|84.0|2.0|558.0|11.1|2.0|1.9|1.6|0.07480314960629922|14.1|0.4026553225823314|0.002306754177682578
159|159|ES007|Murcia|37.9923795|-1.1305431|443.0|41.0|24.0|1.3|515.0|12.8|1.5|1.3|1.1|0.03413821815154038|13.6|0.31731564463345135|0.001817855490417832
160|160|ES008|Las Palmas|28.128874|-15.4349448|6.0|34.0|31.0|2.4|843.0|6.9|1.3|1.5|1.1|0.045033112582781455|11.2|0.19947819458639118|0.001142781761253508
161|161|ES009|Valladolid|41.6521328|-4.728562|65.0|75.0|39.0|5.6|368.0|10.4|0.8|0.9|1.0|0.06482281763180639|13.7|0.30569042534629753|0.0017512562884374953
162|162|ES010|Palma de Mallorca|39.5695818|2.6500745|271.0|90.0|44.0|4.9|331.0|8.9|1.5|1.5|1.2|0.04455445544554455|13.9|0.5337032490920665|0.003057508818188194
163|163|ES012|Vitoria|42.8465088|-2.6724025|5.0|63.0|38.0|7.1|168.0|8.3|0.6|0.6|0.6|0.039399624765478425|24.2|0.42247103727634366|0.0024202755446945156
164|164|ES013|Oviedo|43.3605977|-5.8448989|1.0|55.0|22.0|3.2|337.0|11.5|0.5|0.7|0.9|0.058886509635974305|42.8|0.24677170032276738|0.0014137194238553333
165|165|ES014|Pamplona|42.8184538|-1.6442556|9.0|59.0|14.0|13.8|222.0|8.5|0.8|0.8|0.8|0.03486997635933806|0.6|0.4470425234969191|0.002561042039789319
166|166|ES015|Santander|43.4620412|-3.8099719|3.0|94.0|29.0|5.5|489.0|10.8|0.8|0.9|1.0|0.10942956926658906|10.5|0.226955985628755|0.0013001980568433952
167|167|ES019|Bilbao|43.2630018|-2.9350039|3.0|130.0|35.0|5.3|749.0|9.6|1.9|2.1|2.6|0.09665427509293681|31.3|0.35536181684595514|0.0020358165150807525
168|168|ES020|Cordoba|37.8845813|-4.7760138|458.0|43.0|35.0|2.2|193.0|11.4|0.8|0.8|0.8|0.022970085470085472|17.1|0.4946002387625487|0.0028334933206179695
169|169|ES021|Alicante|38.353738|-0.4901846|200.0|77.0|57.0|1.1|1303.0|10.4|1.0|1.0|1.0|0.21690140845070421|1.1|0.09379438288499188|0.0005373344705231727
170|170|ES022|Vigo|42.2376602|-8.7247205|6.0|183.0|49.0|3.9|404.0|9.8|1.0|1.2|1.3|0.1356560415122313|28.2|0.35641865496296915|0.0020418709879880563
171|171|ES023|Gijon|43.5450394|-5.6626443|2.0|53.0|39.0|1.0|574.0|11.9||||0.10095238095238095|22.4|0.1387100028580866|0.0007946495690835652
172|172|ES025|Santa Cruz de Tenerife|28.469648|-16.2540884|0.0|14.0|10.0|2.6|771.0|6.7|1.0|1.1|0.9|0.021341463414634148|28.1|0.17332145119029488|0.0009929335567977501
173|173|ES026|Coruna (A)|43.4935231|-8.2142385|0.0|122.0|24.0|2.9|554.0|11.7|0.7|0.9|1.1|0.16331994645247658|15.8|0.1973645183523632|0.0011306728154389014
174|174|ES501|Granada|37.183054|-3.6021928|105.0|84.0|16.0|8.0|346.0|14.5|1.3|1.2|1.1|0.051756007393715345|15.6|0.4288120659784277|0.002456602382138336
175|175|ES505|Elche/Elx|38.2653307|-0.6988391|385.0|53.0|45.0|0.8|674.0|12.2||||0.13730569948186527|1.2|0.10198487829185032|0.0005842566355547736
176|176|ES510|Donostia-San Sebastian|43.3224219|-1.9838889|2.0|40.0|18.0|3.9|1015.0|8.1|0.7|0.7|0.8|0.12084592145015106|39.8|0.08745335418290792|0.0005010076330793525
177|177|ES532|Algeciras|36.1311725|-5.4473991|138.0|25.0|19.0|1.1|611.0|12.1||||0.05813953488372093|31.8|0.11361009757900424|0.0006508558375351106
178|178|ES533|Marbella|36.508976|-4.88562|152.0|52.0|31.0|2.6|447.0|9.0||||0.0755813953488372|19.4|0.1817761561264068|0.001041369340056177
179|179|FI001|Helsinki|60.1674881|24.9427473|13.0|297.0|196.0|1.1|302.0|7.7|26.7|27.3|21.0|0.06335324232081911|50.4|0.3598678599631482|0.1508657815278863
180|180|FI002|Tampere|61.4980214|23.7603118|12.0|55.0|27.0|2.8|62.0|7.2|7.9|7.9|7.8|0.008015155931215389|65.9|0.5267519742037378|0.2208278568354001
181|181|FI003|Turku|60.4517531|22.2670522|11.0|37.0|19.0|4.6|81.0|6.7|6.1|6.4|6.8|0.008509659613615455|42.9|0.3337682284811792|0.13992415061502764
182|182|FI004|Oulu|65.0118734|25.4716809|5.0|48.0|40.0|3.2|35.0|5.3|5.7|4.5|3.8|0.006729286415253049|82.2|0.5475549157673072|0.22954898029829626
183|183|FR001|Paris|48.8566969|2.3514616|7.0|2736.0|1378.0|14.5|724.0|13.8|20.5|20.1|14.9|0.15559599636032756|14.3|5.538303117301029|0.023790728984240905
184|184|FR003|Lyon|45.7578137|4.8320114|4.0|629.0|162.0|16.0|567.0|14.5|3.2|3.1|2.8|0.1743831438868866|3.8|1.1360702538731127|0.004880184226919754
185|185|FR004|Toulouse|43.6044622|1.4442469|24.0|304.0|122.0|36.4|219.0|11.4|1.9|2.1|1.8|0.0489060489060489|1.5|1.9578077898739308|0.008410098462581976
186|186|FR006|Strasbourg|48.584614|7.7507127|9.0|339.0|81.0|33.7|373.0|16.3|1.1|1.3|1.1|0.15878220140515223|18.0|0.6724452431436362|0.002888603638612053
187|187|FR007|Bordeaux|44.841225|-0.5800364|33.0|424.0|146.0|21.1|210.0|13.1|1.7|1.9|1.8|0.07389334262809341|7.8|1.8072556464441145|0.007763375961759232
188|188|FR008|Nantes|47.2186371|-1.5541362|7.0|283.0|89.0|12.2|275.0|11.5|1.5|1.4|1.3|0.08238719068413392|2.7|1.0818966792498315|0.004647472364699017
189|189|FR009|Lille|50.6365654|3.0635282|7.0|391.0|170.0|13.5|892.0|15.2|2.5|2.3|1.9|0.23232323232323232|1.0|0.5300821284359436|0.0022770585123110467
190|190|FR010|Montpellier|43.6112422|3.8767337|52.0|195.0|46.0|21.1|309.0|12.4|0.9|1.0|1.1|0.08748317631224764|0.9|0.7020517316005458|0.003015783377267572
191|191|FR011|Saint-Etienne|45.4401467|4.3873058|0.0|172.0|35.0|20.6|303.0|11.5|0.7|0.7|0.8|0.1085173501577287|30.9|0.4992157894063997|0.0021444668698829524
192|192|FR012|Le Havre|49.4938975|0.1079732|0.0|118.0|57.0||331.0|11.4||||0.12368972746331237|3.9|0.3004743615733157|0.0012907390497592032
193|193|FR013|Rennes|48.1113387|-1.6800198|2.0|158.0|30.0|23.3|227.0|10.2|1.1|1.0|0.9|0.05350491026075178|0.0|0.9300846852473807|0.003995337960103697
194|194|FR014|Amiens|49.8941708|2.2956951|4.0|109.0|26.0|107.8|112.0|13.0|0.5|0.5|0.5|0.036248752909876954|2.4|0.9470926679779458|0.004068398661033463
195|195|FR016|Nancy|48.6937223|6.1834097|5.0|188.0|38.0|66.9|169.0|11.8|0.7|0.8|0.7|0.06287625418060201|22.6|0.9417383030442493|0.004045398070000018
196|196|FR017|Metz|49.1196964|6.1763552|4.0|136.0|38.0||197.0|12.8||||0.07311827956989247|7.4|0.5858305162750179|0.0025165352542475027
197|197|FR018|Reims|49.2577886|4.031926|8.0|238.0|50.0|86.6|110.0|13.9|0.5|0.5|0.5|0.07503152585119799|1.1|0.9990615040991166|0.004291639691652193
198|198|FR019|Orleans|47.9027336|1.9086066|7.0|177.0|48.0|30.4|133.0|12.1|0.7|0.6|0.7|0.0548497056089247|14.7|1.0163844494728402|0.004366053368525103
199|199|FR020|Dijon|47.3215806|5.0414701|7.0|187.0|43.0|83.1|105.0|12.2|0.6|0.6|0.6|0.04818345787168256|1.0|1.2223700180985724|0.005250899635341161
200|200|FR021|Poitiers|46.5802596|0.340196|7.0|64.0|22.0|39.6|109.0|13.1|0.4|0.4|0.5|0.0256|4.5|0.7874066078965296|0.003382439857859547
201|201|FR022|Clermont-Ferrand|45.7774551|3.0819427|3.0|216.0|50.0|44.4|166.0|10.4|0.7|0.8|0.8|0.07270279367216426|8.2|0.9357540128242356|0.004019691527080285
202|202|FR023|Caen|49.1810037|-0.3698915|0.0|166.0|36.0|75.7|189.0|10.7|0.6|0.7|0.7|0.07239424334932403|0.3|0.7222093407626968|0.003102373837628776
203|203|FR024|Limoges|45.8354243|1.2644847|5.0|77.0|34.0|40.3|93.0|10.0|0.4|0.5|0.6|0.021831584916359514|8.7|1.1108732424204237|0.0047719461514682485
204|204|FR025|Besancon|47.2380222|6.0243622|5.0|97.0|24.0||110.0|12.2||||0.038415841584158415|40.2|0.7952806739754947|0.003416264256438142
205|205|FR026|Grenoble|45.1875602|5.7357819|0.0|128.0|40.0|27.1|270.0|14.9|1.0|1.0|0.9|0.05258833196384552|25.6|0.7666190734480612|0.0032931434456120547
206|206|FR028|Saint Denis|48.935773|2.3580232|0.0|48.0|20.0||559.0|5.2||||0.08711433756805807|53.4|0.1735444163803951|0.000745489744672244
208|208|FR032|Toulon|43.1257311|5.9304919|26.0|196.0|77.0|6.6|508.0|13.1|0.7|0.8|1.1|0.1882804995196926|22.1|0.3278761115281149|0.0014084479568127154
209|209|FR034|Valenciennes|50.3579317|3.5234846|6.0|141.0|34.0||486.0|15.5||||0.20704845814977973|3.7|0.21448955999101463|0.0009213766172809405
210|210|FR035|Tours|47.3900474|0.6889268|7.0|182.0|63.0|31.9|142.0|11.9|0.7|0.8|0.8|0.05082379223680536|7.0|1.1278812251509889|0.004845006852398015
211|211|FR036|Angers|47.4739884|-0.5515588|6.0|214.0|43.0|31.9|175.0|12.1|0.7|0.6|0.6|0.0907164052564646|2.8|0.7429968752111652|0.0031916702498762683
212|212|FR037|Brest|48.3905283|-4.4860088|0.0|160.0|30.0||278.0|10.5||||0.12578616352201258|1.7|0.4006324820977542|0.0017209853996789375
213|213|FR038|Le Mans|48.0074054|0.1967691|5.0|147.0|40.0|40.5|153.0|12.2|0.6|0.5|0.6|0.061712846347607056|4.0|0.7502410160038133|0.003222788696568576
214|214|FR039|Avignon|43.9492493|4.8059012|79.0|167.0|34.0||363.0|14.6||||0.18596881959910913|1.7|0.2828364535564334|0.0012149723969431493
215|215|FR040|Mulhouse|47.7467|7.3389275|3.0|162.0|44.0|33.9|344.0|13.0|0.6|0.6|0.6|0.1408695652173913|17.6|0.3622070396324036|0.0015559223346153913
216|216|FR042|Dunkerque|51.0347708|2.3772525|4.0|93.0|50.0||298.0|13.2||||0.10966981132075472|5.0|0.2670883213985028|0.001147323599785958
217|217|FR043|Perpignan|42.6985304|2.8953121|22.0|175.0|35.0|28.0|236.0|10.7|0.6|0.6|0.8|0.1041046995835812|0.0|0.5294522031496265|0.002274352560424759
218|218|FR044|Nimes|43.8374249|4.3600687|94.0|133.0|39.0||229.0|12.4||||0.09216909216909216|16.2|0.4544910940778768|0.0019523442859565303
219|219|FR045|Pau|43.2957547|-0.3685668|29.0|63.0|20.0||130.0|11.9||||0.028493894165535955|22.8|0.6963824040236907|0.002991429810290983
220|220|FR046|Bayonne|43.4933379|-1.475099|15.0|55.0|27.0||213.0|10.1||||0.046218487394957986|13.4|0.37480554535874805|0.001610041372341144
221|221|FR048|Annecy|45.8992348|6.1288847|1.0|90.0|26.0||218.0|13.8||||0.07081038552321008|24.3|0.4003175194545956|0.0017196324237357934
223|223|FR203|Marseille|43.2961743|5.3699525|33.0|291.0|132.0|3.3|1079.0|16.0|1.8|1.9|2.0|0.2519480519480519|11.5|0.36378185284819664|0.0015626872143311105
224|224|FR205|Nice|43.7009358|7.2683912|3.0|218.0|117.0|14.1|327.0|13.6|1.3|1.5|2.0|0.07084822879428014|16.8|0.9691400529990485|0.00416310697705353
225|225|FR207|Lens - Lievin|50.4245|2.7738|6.0|111.0|59.0||945.0|13.3||||0.346875|1.4|0.10078804581075579|0.00043295230180602197
226|226|FR214|Valence|39.4697065|-0.3763353|12.0|85.0|26.0||200.0|13.7||||0.06967213114754098|0.5|0.38425442465350645|0.0016506306506354589
227|227|FR215|Rouen|49.4404591|1.0939658|2.0|250.0|75.0||256.0|13.0||||0.09197939661515821|15.4|0.856068464105107|0.0036773886134648993
229|229|HU001|Budapest|47.4983815|19.0404707|58.0|803.0|307.0|6.8|460.0|21.1|29.8|29.6|30.2|0.12556684910086005|9.1|14.742275914968223|0.10498409937772847
230|230|HU002|Miskolc|48.1030643|20.7900429|46.0|74.0|33.0||181.0|20.2||||0.044984802431610946|52.0|3.792188253342099|0.027005292177695595
231|231|HU005|Debrecen|47.531399|21.6259782|88.0|100.0|50.0|7.8|166.0|17.2|3.5|3.4|3.1|0.0496031746031746|32.7|4.647447731755424|0.0330958474347929
232|232|HU007|Gyor|47.687609|17.6346815|40.0|155.0|55.0|38.8|117.0|15.5|2.4|2.5|2.3|0.07575757575757576|10.4|4.716606180144641|0.03358834516447732
233|233|HU009|Szekesfehervar|47.1910169|18.410811|42.0|101.0|32.0|26.4|88.0|16.2|2.7|2.7|2.6|0.033543673198273|3.8|6.9412029366644745|0.0494303554693261
234|234|IE001|Dublin|53.3497645|-6.2602732|0.0|400.0|90.0|31.6|265.0|9.5|38.4|41.1|35.8|0.05739704405223131|4.9|13.353287850195965|0.23871591177077517
235|235|IE002|Cork|51.898627|-8.4705942|0.0|101.0|28.0|52.0|128.0|8.6|8.8|9.2|8.7|0.030953110634385536|3.3|6.252228189867905|0.11177070169436638
236|236|IT001|Rome|41.8933203|12.4829321|48.0|767.0|414.0|3.6|715.0|17.4|7.3|7.4|6.9|0.12447257383966245|6.6|3.3528498975581904|0.020858792088617878
237|237|IT002|Milan|45.4668|9.1905|34.0|1064.0|198.0|6.2|1576.0|26.9|8.2|8.0|8.3|0.3415730337078652|3.9|1.6949249319853559|0.01054448837326269
238|238|IT003|Naples|40.8359336|14.2487826|100.0|891.0|155.0|2.9|2683.0|16.4|6.7|5.9|4.3|0.6933852140077821|1.6|0.6991905417660297|0.004349813020752024
239|239|IT004|Turin|45.0677551|7.6824892|18.0|324.0|86.0|5.0|1042.0|26.2|2.8|2.8|3.2|0.19036427732079905|19.3|0.926087394619286|0.005761386584684782
240|240|IT005|Palermo|38.1112268|13.3524434|183.0|130.0|75.0|3.0|685.0|16.1|1.8|1.7|1.5|0.08718980549966465|11.6|0.8112786753098445|0.005047137131471804
241|241|IT006|Genoa|44.40726|8.9338624|4.0|63.0|47.0|6.1|591.0|13.6|1.0|1.1|1.5|0.052675585284280936|51.1|0.6507641151378766|0.0040485419243730895
242|242|IT007|Florence|43.7698712|11.2555757|23.0|119.0|42.0|3.4|430.0|15.4|1.2|1.3|1.5|0.0642548596112311|4.7|1.0077049675880831|0.006269146859480737
243|243|IT008|Bari|41.1257843|16.8620293|224.0|113.0|62.0|2.9|649.0|13.2|1.2|1.2|1.1|0.1002661934338953|16.1|0.6132200315722299|0.0038149721979669504
244|244|IT009|Bologna|44.4937577|11.3430308|74.0|185.0|59.0|4.5|379.0|18.2|1.2|1.2|1.4|0.09108813392417528|5.9|1.1051019379975144|0.006875074120737245
245|245|IT010|Catania|37.5022355|15.08738|232.0|105.0|48.0|3.3|1047.0|12.6|1.2|1.1|0.9|0.1721311475409836|2.6|0.33191146340644206|0.0020648917841702215
246|246|IT011|Venice|45.4371908|12.3345898|66.0|215.0|75.0|2.8|813.0|24.2|0.8|0.9|0.9|0.32526475037821484|0.5|0.35966143821583313|0.002237530277600846
247|247|IT012|Verona|45.4384958|10.9924122|24.0|127.0|52.0|4.0|691.0|23.9|0.9|0.8|0.8|0.17349726775956284|7.9|0.3982937560877305|0.0024778701410042656
248|248|IT016|Perugia|43.1070321|12.402996209906487|13.0|77.0|38.0||218.0|12.5||||0.05873379099923722|14.9|0.7133375877472878|0.0044378248017166565
249|249|IT022|Taranto|40.54881555|17.08058012454743|295.0|105.0|47.0|5.1|392.0|10.8|0.7|0.7|0.6|0.09971509971509972|1.5|0.5729553622409566|0.0035644771290676116
250|250|IT027|Cagliari|39.2169525|9.1128513|153.0|97.0|27.0|6.6|249.0|12.9|0.7|0.8|0.7|0.049794661190965095|2.3|1.0599402142881134|0.0065941134353501496
251|251|IT028|Padua|45.4077172|11.8734455|60.0|204.0|57.0|5.8|866.0|25.7|0.9|0.9|0.9|0.3322475570032573|0.0|0.3340879320189433|0.00207843205816478
252|252|IT029|Brescia|45.77958045|10.4258729694612|37.0|131.0|41.0||790.0|25.7||||0.21724709784411278|16.5|0.32810264333456485|0.0020411963046797436
253|253|IT030|Modena|44.5384728|10.935960870530739|129.0|80.0|36.0||528.0|20.9||||0.11560693641618497|0.2|0.37652906996271784|0.002342467401058677
254|254|IT032|Salerno|40.419441649999996|15.310756230322482|31.0|82.0|25.0||676.0|15.2||||0.21866666666666668|23.1|0.2040439324219931|0.0012694006869898903
255|255|IT501|Messina|38.1937571|15.5542082|90.0|41.0|31.0||784.0|11.2||||0.12166172106824925|17.0|0.1833674806032311|0.0011407680840415813
256|256|IT502|Prato|43.935718050000006|11.09414726770089|28.0|57.0|36.0|3.2|681.0|19.9|0.5|0.5|0.5|0.13902439024390245|18.2|0.22308803278137912|0.0013878780844422801
257|257|IT503|Parma|44.8013678|10.3280833|79.0|93.0|37.0|6.2|280.0|20.8|0.5|0.5|0.6|0.07711442786069651|0.0|0.6562052866691297|0.004082392609359487
258|258|IT505|Reggio nell'Emilia|44.608664|10.594796841892734|81.0|58.0|33.0|4.6|409.0|20.3|0.5|0.5|0.4|0.08393632416787265|0.0|0.3759849528095926|0.002339082332560038
259|259|IT508|Rimini|43.9470982|12.630768610516004|53.0|65.0|33.0|4.0|701.0|18.0|0.4|0.4|0.4|0.18207282913165265|0.0|0.19424982366573743|0.0012084694540143756
260|260|IT511|Bergamo|45.756655699999996|9.754219200862249|10.0|73.0|21.0||1640.0|23.3||||0.3924731182795699|19.5|0.10120579048130857|0.0006296227407469855
261|261|JPN01|Tokyo|35.6828387|139.7594549|206.0|4435.0|3788.0|0.5|3139.0|15.0|27.6|29.8|23.9|0.39147321034513194|19.4|9.82157475994513|0.045932691861632374
262|262|JPN02|Osaka|34.6198813|135.490357|170.0|2301.0|2031.0|0.7|1956.0|14.6|13.9|13.8|12.7|0.2617747440273038|35.8|7.620411522633745|0.035638481901646084
263|263|JPN03|Nagoya|35.1851045|136.8998438|131.0|2182.0|1771.0|0.9|1139.0|13.9|7.5|7.0|5.9|0.2878627968337731|33.5|6.571412894375857|0.03073261579231824
264|264|JPN04|Fukuoka|33.6251241|130.6180016|166.0|427.0|367.0|0.9|1778.0|17.5|2.4|2.3|1.6|0.2820343461030383|34.7|1.312548696844993|0.006138414288861453
265|265|JPN05|Sapporo|43.061936|141.3542924|6.0|304.0|261.0|0.3|827.0|10.4|1.6|1.8|1.5|0.11450094161958568|58.6|2.3017283950617284|0.01076452439691358
266|266|JPN06|Sendai|38.2677554|140.8691498|87.0|276.0|189.0|1.0|803.0|11.1|1.3|1.3|1.0|0.14465408805031446|51.3|1.6541234567901235|0.007735861600493827
267|267|JPN07|Okayama|34.6553944|133.9194595|220.0|563.0|410.0|0.9|566.0|13.8|1.3|1.2|1.2|0.20569967117281696|31.9|2.37281755829904|0.011096988050603565
268|268|JPN08|Hiroshima|34.3916058|132.4518156|73.0|210.0|194.0|0.5|770.0|12.7|1.3|1.2|1.0|0.11081794195250659|70.3|1.6428532235939644|0.00768315394807956
269|269|JPN09|Kitakyushu|33.8829996|130.8749015|166.0|316.0|208.0|0.9|1347.0|13.6|1.1|1.1|1.1|0.3107177974434612|30.9|0.881679012345679|0.004123360192716049
271|271|JPN11|Kumamoto|32.6450475|130.6341345|165.0|235.0|161.0|1.4|575.0|17.3|1.1|0.9|0.9|0.11463414634146342|12.9|1.7772290809327846|0.008311591342249656
272|272|JPN12|Yokkaichi|34.9648428|136.624845|157.0|376.0|280.0|0.7|529.0|13.3|0.9|0.9|0.8|0.18314661471018023|41.3|1.779829903978052|0.008323754646652949
273|273|JPN13|Takasaki|36.3220984|139.0032758|82.0|310.0|230.0|1.0|609.0|13.7|0.9|0.9|0.8|0.17474633596392333|41.3|1.5379533607681755|0.007192567337146775
274|274|JPN14|Hamamatsu|34.7109786|137.7259431|108.0|364.0|217.0|0.2|570.0|12.4|0.8|0.8|0.7|0.21089223638470453|4.3|1.496340192043896|0.006997954466694102
275|275|JPN15|Niigata|37.6452283|138.7669125|133.0|209.0|93.0|0.1|1108.0|11.8|0.6|0.6|0.6|0.28708791208791207|0.3|0.6311330589849109|0.0029516285351989025
276|276|JPN16|Utsunomiya|36.5549677|139.8828776|112.0|251.0|120.0|1.2|503.0|13.3|0.8|0.7|0.6|0.14085297418630752|19.2|1.5448888888888888|0.007225002815555555
277|277|JPN17|Kanazawa|36.5780499|136.6480247|110.0|188.0|122.0|1.2|439.0|13.5|0.6|0.6|0.5|0.1203585147247119|56.1|1.354161865569273|0.006333027159314129
278|278|JPN18|Oita|33.1819875|131.4270217|153.0|117.0|100.0|0.8|388.0|14.6|0.6|0.6|0.6|0.06087408949011446|45.5|1.666260631001372|0.00779262368770919
279|279|JPN19|Kagoshima|31.521587|130.5474077|298.0|135.0|101.0|0.4|711.0|17.4|0.6|0.6|0.5|0.13043478260869565|48.3|0.8972839506172839|0.004196340019135802
280|280|JPN20|Himeji|34.8153529|134.6854793|149.0|243.0|168.0|1.0|616.0|14.4|0.6|0.6|0.5|0.20385906040268456|47.9|1.0333936899862826|0.0048328862829080926
281|281|JPN21|Mito|36.3657792|140.4713933|159.0|207.0|115.0|1.2|536.0|12.7|0.6|0.6|0.5|0.15310650887573965|7.3|1.1721042524005487|0.0054815958510836755
282|282|JPN22|Shizuoka|34.979149|138.38299|77.0|140.0|140.0|0.1|508.0|12.6|0.6|0.6|0.6|0.0989399293286219|84.0|1.2267215363511659|0.005737025243552811
283|283|JPN23|Toyohashi|34.769123|137.391461|140.0|311.0|212.0|0.6|609.0|13.2|0.6|0.5|0.5|0.278673835125448|21.2|0.9675061728395061|0.004524749238024691
284|284|JPN24|Nagasaki|33.1154683|129.7874339|237.0|100.0|63.0|0.6|817.0|17.4|0.5|0.5|0.5|0.125|55.1|0.6935528120713306|0.003243547840877915
285|285|JPN25|Matsuyama|33.8395188|132.7653521|103.0|145.0|140.0|0.8|671.0|13.2|0.5|0.5|0.5|0.15104166666666666|62.6|0.8322633744855967|0.0038922574090534978
286|286|JPN26|Toyama|36.6957569|137.2136215|68.0|201.0|130.0|1.0|307.0|13.0|0.5|0.5|0.5|0.10249872514023457|67.2|1.7000713305898492|0.00795074664495199
287|287|JPN27|Kofu|35.6652481|138.5710441|15.0|171.0|81.0|1.8|357.0|13.5|0.5|0.5|0.5|0.10178571428571428|55.0|1.4564609053497943|0.006811450465843622
288|288|JPN28|Takamatsu|34.3425592|134.0465338|253.0|222.0|133.0|0.8|726.0|13.9|0.5|0.5|0.5|0.2727272727272727|37.4|0.7056899862825788|0.0033003099280932784
289|289|JPN29|Nagano|36.1143945|138.0319015|14.0|115.0|77.0|1.5|364.0|13.3|0.5|0.5|0.5|0.07098765432098765|66.3|1.4044444444444444|0.006568184377777777
290|290|JPN30|Tokushima|34.0698307|134.5550353|143.0|282.0|108.0|2.4|515.0|13.5|0.4|0.5|0.5|0.24845814977973568|24.2|0.9839780521262004|0.0046017834992455415
291|291|JPN31|Numazu|35.094699|138.866742|80.0|123.0|104.0|1.4|599.0|13.0|0.5|0.4|0.4|0.12974683544303797|56.2|0.8218600823045268|0.003843604191440329
292|292|JPN32|Fukui|35.9263502|136.6068127|64.0|189.0|75.0|1.4|243.0|13.8|0.5|0.4|0.4|0.08125537403267412|62.6|2.0165048010973936|0.009430615347352537
293|293|JPN33|Wakayama|34.234617|135.1782181|174.0|156.0|113.0|0.9|798.0|13.7|0.4|0.4|0.5|0.22065063649222066|30.4|0.6129272976680384|0.0028664854043758572
294|294|JPN34|Koriyama|37.404937|140.333381|66.0|90.0|62.0|1.4|291.0|12.2|0.4|0.4|0.4|0.05084745762711865|49.8|1.534485596707819|0.007176349597942387
295|295|JPN35|Kochi|9.931308|76.2674136|54.0|151.0|71.0|1.5|288.0|14.1|0.4|0.4|0.4|0.08337934842628382|57.0|1.5700301783264747|0.00734258142478738
296|296|JPN36|Miyazaki|31.9076334|131.4204022|159.0|159.0|108.0|1.2|357.0|15.9|0.4|0.4|0.4|0.11212976022566996|50.7|1.2293223593964335|0.005749188547956104
297|297|JPN37|Morioka|39.7021331|141.1545397|20.0|84.0|53.0|1.7|130.0|10.6|0.3|0.3|0.3|0.026160074743070694|75.7|2.7837475994513032|0.01301879014632373
298|298|JPN38|Fujieda|34.8674167|138.2577222|104.0|191.0|117.0|1.1|659.0|13.5|0.4|0.4|0.4|0.26750700280112044|48.9|0.6189958847736626|0.002894866447983539
299|299|JPN39|Fukushima|37.75454|140.4592144|52.0|77.0|52.0|1.3|280.0|12.0|0.3|0.3|0.4|0.048458149779735685|66.1|1.3775692729766804|0.006442496898943758
300|300|JPN40|Matsumoto|36.2382047|137.9687141|7.0|106.0|57.0|1.8|232.0|12.8|0.4|0.3|0.3|0.05659369994660972|78.6|1.623780521262003|0.007593956382455418
301|301|JPN41|Yamagata|38.2553393|140.3400205|35.0|93.0|52.0|1.6|378.0|11.3|0.3|0.3|0.3|0.08274021352313167|60.5|0.9744417009602194|0.00455718471643347
302|302|JPN42|Kurume|33.3196648|130.5081592|176.0|108.0|71.0|1.2|942.0|16.2|0.4|0.3|0.3|0.24161073825503357|18.2|0.38752263374485596|0.001812332356090535
